camera_exposure_value;camera_gain_value;focus_distance_value;lights;light_mode;result
443;1.0;34; ON ON OFF ON;0;OK
120;1.0;34; ON ON OFF ON;0;OK
389;1.0;34; ON ON OFF ON;0;OK
448;1.0;34; ON ON OFF ON;0;OK
453;1.0;34; OFF ON ON ON;0;OK
386;1.0;34; ON ON OFF ON;0;OK
383;1.0;34; ON ON OFF ON;0;OK
451;1.0;34; ON ON OFF ON;0;OK
362;1.0;34; ON ON OFF ON;0;OK
344;1.0;34; ON ON OFF ON;0;OK
420;1.0;34; ON ON OFF ON;0;OK
422;1.0;34; OFF ON OFF ON;0;OK
425;1.0;34; OFF ON ON ON;0;OK
381;1.0;34; ON OFF OFF ON;0;OK
389;1.0;34; ON OFF ON ON;0;OK
438;1.0;34; ON OFF OFF ON;0;OK
114;1.0;34; ON ON OFF ON;0;OK
484;1.0;34; ON OFF OFF ON;0;OK
423;1.0;34; OFF ON ON ON;0;OK
342;1.0;34; OFF ON OFF ON;0;OK
415;1.0;34; OFF ON OFF OFF;0;OK
389;1.0;34; OFF ON OFF OFF;0;OK
452;1.0;34; ON OFF OFF ON;0;OK
438;1.0;34; OFF OFF OFF ON;0;OK
370;1.0;34; ON OFF OFF ON;0;OK
409;1.0;34; ON ON ON OFF;0;OK
409;1.0;34; ON ON OFF ON;0;OK
427;1.0;34; OFF ON OFF OFF;0;OK
389;1.0;34; OFF ON OFF OFF;0;OK
484;1.0;34; ON ON OFF OFF;0;OK
409;1.0;34; ON OFF OFF OFF;0;OK
389;1.0;34; OFF OFF ON ON;0;OK
372;1.0;34; ON OFF OFF ON;0;OK
376;1.0;34; ON OFF OFF ON;0;OK
389;1.0;34; ON ON OFF OFF;0;OK
484;1.0;34; ON OFF OFF ON;0;OK
484;1.0;34; ON OFF OFF ON;0;OK
484;1.0;34; ON OFF OFF ON;0;OK
389;1.0;34; ON ON ON OFF;0;OK
448;1.0;34; ON ON OFF ON;0;OK
380;1.0;34; ON OFF OFF ON;0;OK
100;1.0;34; ON ON OFF ON;0;OK
342;1.0;34; ON ON OFF ON;0;OK
394;1.0;34; ON OFF OFF ON;0;OK
484;1.0;34; ON OFF OFF ON;0;OK
470;1.0;34; ON ON OFF ON;0;OK
484;1.0;34; ON OFF OFF ON;0;OK
92;1.0;34; ON ON OFF ON;0;OK
363;1.0;34; OFF OFF ON ON;0;OK
409;1.0;34; ON OFF OFF ON;0;OK
389;1.0;34; ON ON ON OFF;0;OK
484;1.0;34; OFF OFF ON ON;0;OK
484;1.0;34; OFF ON OFF OFF;0;OK
484;1.0;34; OFF ON OFF OFF;0;OK
484;1.0;34; ON OFF OFF ON;0;OK
344;1.0;34; OFF ON OFF OFF;0;OK
484;1.0;34; ON OFF OFF ON;0;OK
345;1.0;34; ON OFF OFF OFF;0;OK
100;1.0;34; OFF OFF OFF ON;0;OK
496;1.0;34; ON OFF OFF ON;0;OK
469;1.0;34; ON OFF ON ON;0;OK
468;1.0;34; ON OFF ON ON;0;OK
479;1.0;34; ON OFF OFF ON;0;OK
389;1.0;34; OFF OFF ON OFF;0;OK
148;1.0;34; ON ON OFF OFF;0;OK
413;1.0;34; ON ON OFF ON;0;OK
148;1.0;34; ON OFF OFF ON;0;OK
484;1.0;34; ON ON OFF OFF;0;OK
395;1.0;34; ON OFF OFF ON;0;OK
114;1.0;34; OFF OFF OFF ON;0;OK
424;1.0;34; ON ON OFF OFF;0;OK
372;1.0;34; OFF OFF ON OFF;0;OK
485;1.0;34; ON ON OFF ON;0;OK
407;1.0;34; OFF OFF ON OFF;0;OK
447;1.0;34; OFF OFF ON OFF;0;OK
484;1.0;34; OFF ON OFF ON;0;OK
430;1.0;34; ON OFF OFF OFF;0;OK
440;1.0;34; ON ON OFF ON;0;OK
474;1.0;34; ON OFF OFF ON;0;OK
389;1.0;34; OFF OFF ON ON;0;OK
460;1.0;34; ON ON OFF ON;0;OK
484;1.0;34; OFF ON OFF ON;0;OK
484;1.0;34; ON OFF OFF ON;0;OK
458;1.0;34; ON OFF ON ON;0;OK
411;1.0;34; ON OFF OFF ON;0;OK
464;1.0;34; ON ON OFF OFF;0;OK
393;1.0;34; OFF ON OFF ON;0;OK
389;1.0;34; ON ON OFF OFF;0;OK
490;1.0;34; ON OFF OFF ON;0;OK
484;1.0;34; ON OFF OFF OFF;0;OK
370;1.0;34; OFF ON OFF ON;0;OK
386;1.0;34; ON OFF OFF ON;0;OK
488;1.0;34; OFF ON OFF OFF;0;OK
461;1.0;34; ON ON OFF ON;0;OK
441;1.0;34; ON ON OFF ON;0;OK
468;1.0;34; ON OFF OFF ON;0;OK
426;1.0;34; ON OFF OFF ON;0;OK
120;1.0;34; OFF ON OFF OFF;0;OK
88;1.0;34; ON OFF OFF ON;0;OK
422;1.0;34; ON ON OFF ON;0;OK
401;1.0;34; OFF OFF ON ON;0;OK
484;1.0;34; OFF OFF ON ON;0;OK
485;1.0;34; OFF ON OFF OFF;0;OK
500;1.0;34; OFF ON OFF ON;0;OK
484;1.0;34; ON OFF OFF ON;0;OK
484;1.0;34; OFF OFF OFF ON;0;OK
484;1.0;34; ON OFF OFF ON;0;OK
409;1.0;34; ON OFF OFF ON;0;OK
389;1.0;34; ON OFF OFF ON;0;OK
484;1.0;34; ON OFF OFF ON;0;OK
484;1.0;34; ON OFF OFF ON;0;OK
497;1.0;34; OFF OFF OFF ON;0;OK
469;1.0;34; ON OFF OFF ON;0;OK
472;1.0;34; OFF ON ON ON;0;OK
448;1.0;34; ON ON OFF ON;0;OK
354;1.0;34; ON ON OFF OFF;0;OK
435;1.0;34; ON OFF OFF ON;0;OK
495;1.0;34; ON OFF OFF ON;0;OK
96;1.0;34; ON ON ON OFF;0;OK
481;1.0;34; ON ON OFF ON;0;OK
452;1.0;34; ON ON OFF ON;0;OK
376;1.0;34; ON OFF OFF ON;0;OK
470;1.0;34; ON ON OFF ON;0;OK
341;1.0;34; ON ON OFF ON;0;OK
373;1.0;34; ON ON OFF ON;0;OK
495;1.0;34; ON ON OFF ON;0;OK
92;1.0;34; ON OFF OFF ON;0;OK
494;1.0;34; ON OFF OFF ON;0;OK
362;1.0;34; OFF ON OFF OFF;0;OK
465;1.0;34; OFF OFF ON OFF;0;OK
484;1.0;34; OFF ON OFF OFF;0;OK
438;1.0;34; ON ON ON OFF;0;OK
484;1.0;34; ON OFF OFF ON;0;OK
92;1.0;34; ON OFF ON ON;0;OK
98;1.0;34; ON ON OFF ON;0;OK
389;1.0;34; ON OFF OFF OFF;0;OK
461;1.0;34; ON OFF OFF OFF;0;OK
389;1.0;34; ON ON OFF ON;0;OK
409;1.0;34; ON OFF OFF ON;0;OK
118;1.0;34; ON ON OFF ON;0;OK
389;1.0;34; ON ON ON OFF;0;OK
359;1.0;34; ON ON OFF ON;0;OK
409;1.0;34; ON OFF ON ON;0;OK
409;1.0;34; OFF OFF ON OFF;0;OK
345;1.0;34; OFF ON OFF ON;0;OK
407;1.0;34; OFF OFF ON ON;0;OK
484;1.0;34; ON ON ON OFF;0;OK
484;1.0;34; ON OFF OFF ON;0;OK
484;1.0;34; ON OFF OFF ON;0;OK
389;1.0;34; ON OFF OFF OFF;0;OK
389;1.0;34; ON ON ON OFF;0;OK
409;1.0;34; OFF OFF ON ON;0;OK
452;1.0;34; ON ON OFF ON;0;OK
464;1.0;34; ON OFF OFF ON;0;OK
368;1.0;34; ON ON OFF ON;0;OK
459;1.0;34; ON ON OFF ON;0;OK
118;1.0;34; ON OFF OFF ON;0;OK
484;1.0;34; ON OFF OFF ON;0;OK
350;1.0;34; ON OFF OFF ON;0;OK
389;1.0;34; ON OFF OFF ON;0;OK
421;1.0;34; ON OFF OFF ON;0;OK
423;1.0;34; ON OFF OFF ON;0;OK
423;1.0;34; ON OFF OFF ON;0;OK
409;1.0;34; ON OFF ON ON;0;OK
389;1.0;34; ON OFF OFF OFF;0;OK
370;1.0;34; OFF OFF ON ON;0;OK
409;1.0;34; OFF ON OFF OFF;0;OK
409;1.0;34; OFF OFF ON ON;0;OK
484;1.0;34; ON OFF OFF ON;0;OK
344;1.0;34; ON ON OFF ON;0;OK
124;1.0;34; ON OFF OFF OFF;0;OK
417;1.0;34; ON ON OFF ON;0;OK
389;1.0;34; OFF OFF ON ON;0;OK
424;1.0;34; ON ON OFF OFF;0;OK
438;1.0;34; ON OFF OFF ON;0;OK
449;1.0;34; ON ON OFF ON;0;OK
360;1.0;34; ON ON ON OFF;0;OK
484;1.0;34; ON ON ON OFF;0;OK
386;1.0;34; ON OFF OFF ON;0;OK
376;1.0;34; ON OFF OFF ON;0;OK
484;1.0;34; OFF OFF OFF ON;0;OK
340;1.0;34; ON OFF OFF ON;0;OK
409;1.0;34; OFF ON ON ON;0;OK
389;1.0;34; OFF ON OFF OFF;0;OK
438;1.0;34; ON OFF OFF ON;0;OK
98;1.0;34; OFF OFF ON ON;0;OK
445;1.0;34; ON OFF ON ON;0;OK
100;1.0;34; ON ON OFF ON;0;OK
470;1.0;34; ON ON OFF ON;0;OK
425;1.0;34; OFF ON OFF ON;0;OK
479;1.0;34; ON ON OFF ON;0;OK
484;1.0;34; ON OFF OFF ON;0;OK
443;1.0;34; ON OFF OFF ON;0;OK
450;1.0;34; ON OFF OFF ON;0;OK
387;1.0;34; ON OFF OFF ON;0;OK
490;1.0;34; ON OFF ON ON;0;OK
484;1.0;34; ON OFF OFF OFF;0;OK
88;1.0;34; ON OFF OFF ON;0;OK
409;1.0;34; ON OFF OFF ON;0;OK
484;1.0;34; ON ON ON OFF;0;OK
88;1.0;34; ON OFF OFF ON;0;OK
440;1.0;34; ON ON OFF OFF;0;OK
484;1.0;34; OFF OFF ON OFF;0;OK
409;1.0;34; ON OFF ON ON;0;OK
88;1.0;34; ON ON OFF OFF;0;OK
389;1.0;34; OFF ON OFF ON;0;OK
120;1.0;34; ON ON OFF ON;0;OK
389;1.0;34; ON ON OFF ON;0;OK
354;1.0;34; ON OFF OFF OFF;0;OK
373;1.0;34; ON ON OFF ON;0;OK
389;1.0;34; OFF OFF ON ON;0;OK
484;1.0;34; OFF ON OFF OFF;0;OK
348;1.0;34; OFF ON OFF ON;0;OK
116;1.0;34; ON ON OFF ON;0;OK
356;1.0;34; OFF OFF ON OFF;0;OK
404;1.0;34; ON OFF OFF ON;0;OK
471;1.0;34; ON OFF OFF ON;0;OK
496;1.0;34; ON OFF OFF ON;0;OK
473;1.0;34; ON OFF OFF ON;0;OK
409;1.0;34; OFF ON ON ON;0;OK
342;1.0;34; OFF OFF OFF ON;0;OK
484;1.0;34; OFF ON OFF ON;0;OK
400;1.0;34; ON ON ON OFF;0;OK
409;1.0;34; ON OFF OFF ON;0;OK
92;1.0;34; ON ON OFF ON;0;OK
372;1.0;34; ON ON OFF ON;0;OK
473;1.0;34; ON OFF ON ON;0;OK
423;1.0;34; ON OFF OFF ON;0;OK
347;1.0;34; ON OFF OFF ON;0;OK
485;1.0;34; OFF ON OFF ON;0;OK
339;1.0;34; ON OFF OFF ON;0;OK
434;1.0;34; ON OFF OFF ON;0;OK
382;1.0;34; ON ON ON OFF;0;OK
451;1.0;34; ON OFF OFF ON;0;OK
409;1.0;34; ON OFF OFF ON;0;OK
379;1.0;34; OFF ON ON ON;0;OK
388;1.0;34; ON OFF OFF ON;0;OK
92;1.0;34; ON OFF OFF ON;0;OK
368;1.0;34; ON ON OFF OFF;0;OK
376;1.0;34; ON OFF OFF ON;0;OK
409;1.0;34; ON OFF ON ON;0;OK
489;1.0;34; OFF ON ON ON;0;OK
436;1.0;34; ON ON OFF ON;0;OK
389;1.0;34; ON ON ON OFF;0;OK
430;1.0;34; OFF OFF ON OFF;0;OK
92;1.0;34; ON OFF ON ON;0;OK
464;1.0;34; OFF ON OFF OFF;0;OK
389;1.0;34; ON ON OFF OFF;0;OK
389;1.0;34; ON OFF OFF OFF;0;OK
389;1.0;34; ON OFF OFF ON;0;OK
470;1.0;34; ON OFF OFF OFF;0;OK
340;1.0;34; OFF OFF OFF ON;0;OK
88;1.0;34; ON ON OFF ON;0;OK
110;1.0;34; ON ON OFF ON;0;OK
340;1.0;34; ON OFF OFF ON;0;OK
435;1.0;34; OFF OFF ON ON;0;OK
360;1.0;34; ON OFF OFF ON;0;OK
341;1.0;34; ON OFF OFF ON;0;OK
424;1.0;34; ON OFF OFF ON;0;OK
416;1.0;34; ON OFF OFF ON;0;OK
473;1.0;34; ON ON OFF OFF;0;OK
484;1.0;34; ON OFF OFF ON;0;OK
484;1.0;34; OFF ON ON ON;0;OK
416;1.0;34; ON OFF OFF ON;0;OK
480;1.0;34; ON ON OFF ON;0;OK
409;1.0;34; ON OFF OFF ON;0;OK
362;1.0;34; ON OFF ON ON;0;OK
365;1.0;34; OFF ON ON ON;0;OK
484;1.0;34; ON OFF OFF ON;0;OK
348;1.0;34; ON ON OFF OFF;0;OK
401;1.0;34; ON ON OFF ON;0;OK
394;1.0;34; ON OFF OFF ON;0;OK
415;1.0;34; ON OFF OFF ON;0;OK
345;1.0;34; ON ON OFF ON;0;OK
136;1.0;34; ON ON OFF OFF;0;OK
484;1.0;34; OFF OFF OFF ON;0;OK
98;1.0;34; ON ON OFF ON;0;OK
484;1.0;34; ON OFF OFF ON;0;OK
484;1.0;34; ON OFF OFF OFF;0;OK
106;1.0;34; ON OFF OFF ON;0;OK
431;1.0;34; ON ON ON OFF;0;OK
453;1.0;34; ON ON ON OFF;0;OK
348;1.0;34; ON OFF OFF ON;0;OK
389;1.0;34; ON OFF OFF OFF;0;OK
484;1.0;34; OFF ON OFF OFF;0;OK
484;1.0;34; ON OFF OFF ON;0;OK
426;1.0;34; ON OFF OFF ON;0;OK
114;1.0;34; ON OFF OFF ON;0;OK
425;1.0;34; OFF ON ON ON;0;OK
376;1.0;34; OFF ON ON ON;0;OK
371;1.0;34; OFF ON OFF OFF;0;OK
484;1.0;34; ON ON OFF OFF;0;OK
409;1.0;34; ON OFF OFF ON;0;OK
454;1.0;34; ON OFF OFF ON;0;OK
389;1.0;34; ON OFF OFF OFF;0;OK
470;1.0;34; ON OFF OFF ON;0;OK
483;1.0;34; ON OFF OFF ON;0;OK
134;1.0;34; ON ON OFF ON;0;OK
389;1.0;34; ON OFF OFF ON;0;OK
409;1.0;34; ON OFF OFF ON;0;OK
148;1.0;34; OFF OFF OFF ON;0;OK
484;1.0;34; ON ON ON OFF;0;OK
354;1.0;34; ON OFF ON ON;0;OK
484;1.0;34; ON OFF OFF ON;0;OK
484;1.0;34; ON ON ON OFF;0;OK
407;1.0;34; ON OFF OFF ON;0;OK
389;1.0;34; OFF ON OFF OFF;0;OK
423;1.0;34; ON OFF OFF ON;0;OK
116;1.0;34; OFF OFF ON ON;0;OK
409;1.0;34; ON OFF OFF ON;0;OK
404;1.0;34; OFF ON ON ON;0;OK
484;1.0;34; ON ON OFF OFF;0;OK
451;1.0;34; ON ON OFF OFF;0;OK
484;1.0;34; ON OFF OFF ON;0;OK
407;1.0;34; ON OFF ON ON;0;OK
359;1.0;34; ON ON OFF ON;0;OK
422;1.0;34; OFF ON OFF OFF;0;OK
124;1.0;34; ON ON OFF ON;0;OK
471;1.0;34; OFF ON OFF ON;0;OK
484;1.0;34; OFF OFF ON OFF;0;OK
381;1.0;34; ON OFF ON ON;0;OK
98;1.0;34; ON ON OFF ON;0;OK
88;1.0;34; ON OFF OFF ON;0;OK
480;1.0;34; ON OFF OFF ON;0;OK
401;1.0;34; ON OFF OFF ON;0;OK
389;1.0;34; ON OFF OFF ON;0;OK
484;1.0;34; OFF ON OFF ON;0;OK
409;1.0;34; OFF ON OFF OFF;0;OK
389;1.0;34; ON ON OFF OFF;0;OK
484;1.0;34; ON OFF OFF OFF;0;OK
393;1.0;34; ON ON OFF OFF;0;OK
484;1.0;34; ON ON ON OFF;0;OK
484;1.0;34; OFF ON ON ON;0;OK
484;1.0;34; OFF ON OFF ON;0;OK
359;1.0;34; OFF OFF OFF ON;0;OK
389;1.0;34; ON OFF OFF OFF;0;OK
434;1.0;34; ON ON OFF ON;0;OK
481;1.0;34; OFF ON OFF OFF;0;OK
484;1.0;34; ON ON OFF OFF;0;OK
429;1.0;34; ON ON OFF OFF;0;OK
350;1.0;34; OFF OFF ON ON;0;OK
471;1.0;34; ON ON OFF ON;0;OK
407;1.0;34; OFF OFF OFF ON;0;OK
479;1.0;34; ON OFF OFF OFF;0;OK
484;1.0;34; ON OFF OFF ON;0;OK
104;1.0;34; ON OFF OFF ON;0;OK
437;1.0;34; ON OFF OFF OFF;0;OK
389;1.0;34; ON OFF OFF OFF;0;OK
484;1.0;34; ON ON ON OFF;0;OK
422;1.0;34; OFF ON ON ON;0;OK
389;1.0;34; OFF OFF ON ON;0;OK
489;1.0;34; OFF OFF ON ON;0;OK
426;1.0;34; ON OFF OFF ON;0;OK
389;1.0;34; ON OFF OFF ON;0;OK
351;1.0;34; ON ON ON OFF;0;OK
389;1.0;34; OFF ON ON ON;0;OK
112;1.0;34; OFF ON OFF ON;0;OK
473;1.0;34; OFF OFF ON OFF;0;OK
389;1.0;34; ON OFF ON ON;0;OK
120;1.0;34; OFF ON OFF ON;0;OK
485;1.0;34; OFF OFF OFF ON;0;OK
484;1.0;34; OFF ON ON ON;0;OK
382;1.0;34; ON OFF OFF ON;0;OK
409;1.0;34; ON OFF OFF ON;0;OK
484;1.0;34; ON OFF OFF ON;0;OK
441;1.0;34; OFF OFF ON OFF;0;OK
120;1.0;34; ON ON OFF ON;0;OK
88;1.0;34; ON ON OFF ON;0;OK
368;1.0;34; ON OFF ON ON;0;OK
409;1.0;34; ON OFF OFF ON;0;OK
471;1.0;34; OFF ON OFF ON;0;OK
96;1.0;34; ON ON OFF ON;0;OK
435;1.0;34; OFF OFF ON OFF;0;OK
484;1.0;34; OFF ON ON ON;0;OK
409;1.0;34; ON OFF OFF ON;0;OK
399;1.0;34; ON OFF OFF ON;0;OK
484;1.0;34; ON OFF OFF ON;0;OK
435;1.0;34; ON ON OFF ON;0;OK
148;1.0;34; ON ON OFF ON;0;OK
458;1.0;34; ON ON OFF ON;0;OK
339;1.0;34; ON ON OFF ON;0;OK
500;1.0;34; ON ON OFF ON;0;OK
373;1.0;34; ON ON OFF ON;0;OK
434;1.0;34; ON ON OFF ON;0;OK
408;1.0;34; OFF ON OFF ON;0;OK
484;1.0;34; OFF OFF ON OFF;0;OK
484;1.0;34; ON OFF OFF ON;0;OK
472;1.0;34; OFF ON OFF ON;0;OK
148;1.0;34; ON ON OFF ON;0;OK
484;1.0;34; OFF OFF ON ON;0;OK
136;1.0;34; OFF OFF ON ON;0;OK
436;1.0;34; ON OFF OFF OFF;0;OK
372;1.0;34; OFF OFF ON OFF;0;OK
389;1.0;34; ON ON OFF OFF;0;OK
484;1.0;34; ON OFF OFF ON;0;OK
345;1.0;34; ON ON ON OFF;0;OK
362;1.0;34; ON OFF OFF ON;0;OK
389;1.0;34; ON ON OFF ON;0;OK
451;1.0;34; ON OFF OFF ON;0;OK
389;1.0;34; OFF ON ON ON;0;OK
409;1.0;34; ON OFF ON ON;0;OK
391;1.0;34; ON ON OFF ON;0;OK
476;1.0;34; ON OFF OFF ON;0;OK
389;1.0;34; OFF OFF OFF ON;0;OK
92;1.0;34; ON OFF OFF ON;0;OK
404;1.0;34; OFF ON OFF ON;0;OK
484;1.0;34; ON OFF OFF OFF;0;OK
484;1.0;34; ON OFF ON ON;0;OK
484;1.0;34; ON ON ON OFF;0;OK
148;1.0;34; ON OFF OFF ON;0;OK
455;1.0;34; ON OFF OFF ON;0;OK
395;1.0;34; OFF OFF ON ON;0;OK
116;1.0;34; OFF ON OFF OFF;0;OK
484;1.0;34; ON OFF OFF ON;0;OK
120;1.0;34; OFF OFF ON ON;0;OK
389;1.0;34; OFF OFF ON ON;0;OK
455;1.0;34; OFF OFF OFF ON;0;OK
357;1.0;34; OFF OFF ON OFF;0;OK
476;1.0;34; ON ON OFF OFF;0;OK
484;1.0;34; ON OFF OFF ON;0;OK
148;1.0;34; OFF ON OFF ON;0;OK
454;1.0;34; ON OFF OFF ON;0;OK
404;1.0;34; ON ON ON OFF;0;OK
446;1.0;34; OFF OFF OFF ON;0;OK
394;1.0;34; ON OFF OFF ON;0;OK
